CLUE,ANS,POS
Eating disorder ,anorexia,1
Capital of France,paris,1
Deep red ,crimson,1
Voltaire novel ,candide,1
Prayer-leader in a mosque ,imam,1
European river,elbe,3
Speech impediment ,stutter,2
Do needlework ,sew,6
Spigot ,tap,3
Continuing at full strength or intensity ,unabated,1
Slowly moving masses of ice ,glaciers,1
"Differ, take issue ",disagree,1
Pile ,heap,5
Piece of written matter ,document,1
Doorkeeper ,usher,10
Velvety-leaved herb ,sage,7
Pig sound,oink,1
Things ,objects,1
Make (someone) used to (something) ,accustom,1
