CLUE,ANS,POS,FOUND IN
Beautiful insect and swimming stroke ,butterfly,9,"Butterflyfish (beautiful marine fish with striking colors and patterns; although not an insect or related to strokes, they share the grace of movement in water)"
Irish county - Lincolnshire market town,louth,1,"Louth (Irish County, shares similar name with Lincolnshire)"
Head of US company - tried pens (anag) ,president,3,"President - While not directly associated with using pens for anagrams, presidents overseeing companies might jot down notes or sign documents frequently."
Vocalist ,singer,1,"Singer - A person who sings professionally, often in vocal groups or as a solo artist."
"Go regularly to, church perhaps ",attend,1,Attendance
Decay in teeth ,caries,2,Dental caries
Price of passage ,fare,3,Fare Expense
Large wild American feline,puma,1,Cougar (Puma concolor)
Storyline or piece of land ,plot,14,Plot (the sequence of events that make up a story)
The Planets composer ,holst,1,Gustav Holst
A bicycle made for two ,tandem,1,Tandem Bicycle
Clipper preserved at Greenwich,cutty sark,1,"Cutty Sark - A famous clipper ship preserved at the National Maritime Museum in Greenwich, London."
Crystalline carbohydrate ,sugar,11,Jelly (Jelly sugar)
Sikh headgear ,turban,1,Turban (Taanpat)
