CLUE,ANS,POS
Cowboys' contest ,rodeo,1
Be worthy of,deserve,2
Lacking knowledge or awareness ,ignorant,1
Large wine bottle ,magnum,1
Prejudice ,bias,1
String of beads ,necklace,2
Period ,era,1
Indic language ,urdu,3
Certificate ,diploma,9
"Rural, countrified ",rustic,10
Very small ,microscopic,6
Not paid at the scheduled time ,overdue,1
Bridges over valleys,viaducts,5
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,1
Mexican monetary unit,peso,1
Annual ,yearly,1
"Flashes, sparkles ",twinkles,2
