CLUE,ANS,POS,FOUND IN
Unpleasant child,brat,1,Spoiled brat
Accumulated fragments from erosion - it rusted (anag),detritus,17,Weathered detritus
It's used in jam-making ,pectin,7,"Pectin-based (uses pectin, a natural gelling agent found in fruit)"
Turn off course,deviate,11,Deviate from the intended route
Study of human and animal behaviour ,psychology,2,Comparative psychology
Of the mind ,mental,11,Mental clarity
Fastener; propeller ,screw,30,Airscrew (an archaic term for propeller)
Large spoon ,ladle,2,Gigantic ladle
Militant Irish nationalist organisation,ira,1,IRA (Irish Republican Army)
Nicholas - (Dickens) ,nickleby,1,"Nicholas Nickleby - The title character of Dickens' novel, known for his strong sense of morality and compassion."
Withdraw former statement or belief ,recant,1,Recant previous claims
