CLUE,ANS,POS,FOUND IN
Kingdom ,realm,10,Realm of life
Kind of small trout - burn it black ,char,4,Slimy minnow (another type of small freshwater fish which when burned black could imply charred food but isn’t a perfect fit due to being a different species)
Break loose - flight,escape,6,Escape vertically
Escape route ,egress,2,Egress corridor
Of the Middle Ages ,medieval,8,Troubadours (medieval poets)
Customs and conventions ,mores,10,Social mores
Rosemary perhaps ,herb,2,Herbal infusion (when used in tea)
Immature insect ,larva,1,Larvae
He's the one owed the money ,creditor,8,"Creditor (notably, if he is owed money, he would be the creditor)"
Wooster's valet,jeeves,1,"Jeeves (a classic butler in literature, famously associated with P.G"
Sailor -- assessment ,rating,1,Ratings
Relating to vision ,optic,1,Optical
