CLUE,ANS,POS
Top US horse race ,kentucky derby,1
Bony framework ,skeleton,1
Any procedure regularly followed ,routine,1
Accustomed to home life ,domesticated,1
Large tall chimneys ,stacks,1
Investigation of component parts ,analysis,9
Ooze slowly out ,seep,4
Windless ,calm,1
City at the confluence of the Blue and White Nile ,khartoum,4
Dispenser of vapour for the nose or lungs ,inhaler,4
Planet ,mars,1
Pope's diadem ,tiara,1
Slippery fish ,eel,1
Southeast Asian country ,thailand,1
"Lifted the lid, say",opened,5
Complete a boxing match without being knocked out ,go the distance,5
Greek god of love ,eros,1
Attacked,assailed,1
Toy bear ,teddy,1
Set of computer instructions ,program,1
Satan ,lucifer,3
Wild animals; a soccer team ,wolves,5
